ConflictID,DyadId,Year,LocationInc,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,BdBest,BdLow,BdHigh,TypeOfConflict,BattleLocation,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,GWNoBattle,Region,Version
191,3,2001,Algeria,Government of Algeria,,GIA,1390,,2,,136,136,150,3,Algeria,615,,,,615,615,4,5.0-2015
191,3,2002,Algeria,Government of Algeria,,GIA,1390,,2,,34,34,34,3,Algeria,615,,,,615,615,4,5.0-2015
191,3,2003,Algeria,Government of Algeria,,GIA,1390,,2,,25,25,25,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,1999,Algeria,Government of Algeria,,AQIM,1391,,2,,51,51,51,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2000,Algeria,Government of Algeria,,AQIM,1391,,2,,906,906,985,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2001,Algeria,Government of Algeria,,AQIM,1391,,2,,506,506,716,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2002,Algeria,Government of Algeria,,AQIM,1391,,2,,504,504,505,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2003,Algeria,Government of Algeria,,AQIM,1391,,2,,645,645,661,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2004,Algeria,Government of Algeria,"Government of Chad, Government of Mali, Government of Niger",AQIM,1391,,2,,451,451,467,4,"Algeria, Chad, Niger",615,"483, 432, 436",,,615,"615, 483, 436",4,5.0-2015
191,4,2005,Algeria,Government of Algeria,,AQIM,1391,,2,,229,228,262,3,"Algeria, Mali",615,,,,615,"615, 432",4,5.0-2015
191,4,2006,Algeria,Government of Algeria,,AQIM,1391,,2,,255,255,286,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2007,Algeria,Government of Algeria,,AQIM,1391,,2,,472,471,518,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2008,Algeria,Government of Algeria,,AQIM,1391,,2,,339,339,410,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2009,Algeria,Government of Algeria,,AQIM,1391,,2,,505,493,674,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2010,Algeria,Government of Algeria,,AQIM,1391,,2,,236,236,276,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2011,Algeria,Government of Algeria,,AQIM,1391,,2,,267,259,273,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2012,Algeria,Government of Algeria,,AQIM,1391,,2,,231,225,285,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2013,Algeria,Government of Algeria,,AQIM,1391,,2,,147,147,165,3,Algeria,615,,,,615,615,4,5.0-2015
191,4,2014,Algeria,Government of Algeria,,AQIM,1391,,2,,107,83,147,3,Algeria,615,,,,615,615,4,5.0-2015
131,7,1989,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,2810,2810,6283,4,Angola,540,40,,,540,540,4,5.0-2015
131,7,1990,Angola,Government of Angola,,UNITA,1421,,2,,2558,2557,4452,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1991,Angola,Government of Angola,,UNITA,1421,,2,,491,491,647,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1992,Angola,Government of Angola,,UNITA,1421,,2,,2321,2321,3572,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1993,Angola,Government of Angola,,UNITA,1421,,2,,12054,12054,23329,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1994,Angola,Government of Angola,,UNITA,1421,,2,,3924,3920,11087,3,"Angola, DR Congo (Zaire)",540,,,,540,"540, 490",4,5.0-2015
131,7,1995,Angola,Government of Angola,,UNITA,1421,,2,,162,162,522,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1998,Angola,Government of Angola,,UNITA,1421,,2,,1041,1041,1516,3,Angola,540,,,,540,540,4,5.0-2015
131,7,1999,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2273,2273,6431,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
131,7,2000,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1000,407,3799,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
131,7,2001,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1123,1123,2447,4,Angola,540,565,,,540,540,4,5.0-2015
131,7,2002,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,461,461,461,4,"Angola, Namibia",540,565,,,540,"540, 565",4,5.0-2015
90,11,1991,Burundi,Government of Burundi,,Palipehutu,1276,,2,,272,272,551,3,Burundi,516,,,,516,516,4,5.0-2015
90,11,1992,Burundi,Government of Burundi,,Palipehutu,1276,,2,,61,61,61,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1994,Burundi,Government of Burundi,,CNDD,1277,,2,,56,56,532,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1995,Burundi,Government of Burundi,,CNDD,1277,,2,,254,235,526,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1996,Burundi,Government of Burundi,,CNDD,1277,,2,,531,496,962,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1997,Burundi,Government of Burundi,,CNDD,1277,,2,,396,396,719,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1998,Burundi,Government of Burundi,,CNDD,1277,,2,,273,273,322,3,Burundi,516,,,,516,516,4,5.0-2015
90,13,1997,Burundi,Government of Burundi,,Frolina,1279,,2,,131,31,329,3,Burundi,516,,,,516,516,4,5.0-2015
90,14,1998,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,43,43,73,3,Burundi,516,,,,516,516,4,5.0-2015
90,14,1999,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,232,73,293,3,Burundi,516,,,,516,516,4,5.0-2015
90,14,2000,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,900,823,1285,3,Burundi,516,,,,516,516,4,5.0-2015
90,14,2001,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,442,442,981,3,Burundi,516,,,,516,516,4,5.0-2015
90,14,2002,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,552,282,794,3,"Burundi, DR Congo (Zaire)",516,,,,516,"516, 490",4,5.0-2015
90,14,2003,Burundi,Government of Burundi,,CNDD-FDD ,1280,,2,,262,262,405,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,1997,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,112,112,168,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,1998,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,305,305,345,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,1999,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,292,248,386,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2000,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,448,404,838,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2001,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,740,727,1507,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2002,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,562,500,797,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2003,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,710,710,733,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2004,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,387,367,425,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2005,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,286,286,356,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2006,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,141,141,141,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2008,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,201,201,205,3,Burundi,516,,,,516,516,4,5.0-2015
210,16,1996,"Cameroon, Nigeria",Government of Cameroon,,Government of Nigeria,475,,1,Bakassi,56,56,57,2,Cameroon,471,,475,,"471, 475",471,4,5.0-2015
220,17,2001,Central African Republic,Government of Central African Republic,Government of Libya,Military faction (forces of Andre Kolingba),1406,,2,,234,234,334,4,Central African Republic,482,620,,,482,482,4,5.0-2015
91,18,1989,Chad,Government of Chad,,Revolutionary Forces of 1 April ,1289,,2,,30,30,700,3,Sudan,483,,,,483,625,4,5.0-2015
91,19,1989,Chad,Government of Chad,,MOSANAT,1290,,2,,50,50,50,3,Chad,483,,,,483,483,4,5.0-2015
91,20,1989,Chad,Government of Chad,,Islamic Legion,1288,,2,,235,235,835,3,"Chad, Sudan",483,,,,483,"483, 625",4,5.0-2015
91,20,1990,Chad,Government of Chad,,Islamic Legion,1288,,2,,252,252,2099,3,Chad,483,,,,483,483,4,5.0-2015
91,21,1992,Chad,Government of Chad,,CSNPD,1294,,2,,33,33,33,3,Chad,483,,,,483,483,4,5.0-2015
91,21,1993,Chad,Government of Chad,,CSNPD,1294,,2,,30,30,30,3,Chad,483,,,,483,483,4,5.0-2015
91,21,1994,Chad,Government of Chad,,CSNPD,1294,,2,,105,105,209,3,Chad,483,,,,483,483,4,5.0-2015
91,22,1992,Chad,Government of Chad,,CNR,1293,,2,,115,115,115,3,Chad,483,,,,483,483,4,5.0-2015
91,22,1993,Chad,Government of Chad,,CNR,1293,,2,,25,25,25,3,Chad,483,,,,483,483,4,5.0-2015
91,22,1994,Chad,Government of Chad,,CNR,1293,,2,,25,25,25,3,Chad,483,,,,483,483,4,5.0-2015
91,23,1990,Chad,Government of Chad,,MPS,1291,,2,,1100,1100,6833,3,"Chad, Sudan",483,,,,483,"483, 625",4,5.0-2015
91,24,1992,Chad,Government of Chad,,FNT,1296,,2,,25,25,25,3,Chad,483,,,,483,483,4,5.0-2015
91,24,1993,Chad,Government of Chad,,FNT,1296,,2,,25,25,25,3,Chad,483,,,,483,483,4,5.0-2015
91,24,1994,Chad,Government of Chad,,FNT,1296,,2,,31,31,31,3,Chad,483,,,,483,483,4,5.0-2015
91,25,1991,Chad,Government of Chad,,MDD,1292,,2,,25,25,25,3,Chad,483,,,,483,483,4,5.0-2015
91,25,1992,Chad,Government of Chad,,MDD,1292,,2,,726,726,1380,3,Chad,483,,,,483,483,4,5.0-2015
91,25,1993,Chad,Government of Chad,,MDD,1292,,2,,40,40,40,3,Chad,483,,,,483,483,4,5.0-2015
91,25,1997,Chad,Government of Chad,,MDD,1292,,2,,39,39,39,3,Chad,483,,,,483,483,4,5.0-2015
91,26,1997,Chad,Government of Chad,,FARF,1297,,2,,58,58,58,3,Chad,483,,,,483,483,4,5.0-2015
91,26,1998,Chad,Government of Chad,,FARF,1297,,2,,34,34,34,3,Chad,483,,,,483,483,4,5.0-2015
91,27,1999,Chad,Government of Chad,,MDJT,1298,,2,,394,394,1149,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2000,Chad,Government of Chad,,MDJT,1298,,2,,989,989,1041,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2001,Chad,Government of Chad,,MDJT,1298,,2,,226,226,326,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2002,Chad,Government of Chad,,MDJT,1298,,2,,294,294,350,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2003,Chad,Government of Chad,,MDJT,1298,,2,,37,37,189,3,Chad,483,,,,483,483,4,5.0-2015
213,35,1997,Comoros,Government of Comoros,,MPA/Republic of Anjouan,1397,,1,Anjouan,56,56,78,3,Comoros,581,,,,581,581,4,5.0-2015
214,36,1993,Congo,Government of Congo,,Ninjas,1399,,2,,53,53,53,3,Congo,484,,,,484,484,4,5.0-2015
214,36,1998,Congo,Government of Congo,"Government of Angola, Government of Chad",Ninjas,1399,,2,,101,101,123,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,36,1999,Congo,Government of Congo,"Government of Angola, Government of Chad",Ninjas,1399,,2,,25,25,25,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,37,1997,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,33,33,33,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,37,1998,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,155,155,337,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,37,1999,Congo,Government of Congo,"Government of Angola, Government of Chad",Cocoyes,1400,,2,,117,117,1007,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,38,1998,Congo,Government of Congo,"Government of Angola, Government of Chad",Ntsiloulous,1401,,2,,3016,3016,3016,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,38,1999,Congo,Government of Congo,"Government of Angola, Government of Chad",Ntsiloulous,1401,,2,,509,509,509,4,Congo,484,"540, 483",,,484,484,4,5.0-2015
214,38,2002,Congo,Government of Congo,Government of Angola,Ntsiloulous,1401,,2,,167,167,171,4,Congo,484,540,,,484,484,4,5.0-2015
86,39,1996,DR Congo (Zaire),Government of DR Congo (Zaire) ,,AFDL,1268,Government of Rwanda,2,,1304,1164,1852,4,DR Congo (Zaire),490,,,517,490,490,4,5.0-2015
86,39,1997,DR Congo (Zaire),Government of DR Congo (Zaire) ,,AFDL,1268,"Government of Angola, Government of Rwanda, Government of Uganda",2,,4457,4051,4826,4,DR Congo (Zaire),490,,,"540, 517, 500",490,490,4,5.0-2015
86,40,1998,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,"Government of Rwanda, Government of Uganda",2,,2894,2866,5309,4,DR Congo (Zaire),490,"540, 483, 565, 552",,"517, 500",490,490,4,5.0-2015
86,40,1999,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,"Government of Rwanda, Government of Uganda",2,,1146,1091,1422,4,DR Congo (Zaire),490,"540, 483, 565, 552",,"517, 500",490,490,4,5.0-2015
86,40,2000,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,Government of Rwanda,2,,905,871,1193,4,DR Congo (Zaire),490,"540, 565, 552",,517,490,490,4,5.0-2015
86,40,2001,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,Government of Rwanda,2,,454,454,734,4,DR Congo (Zaire),490,"540, 565, 552",,517,490,490,4,5.0-2015
86,41,1998,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,374,156,402,4,DR Congo (Zaire),490,"540, 483, 565, 552",,500,490,490,4,5.0-2015
86,41,1999,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,1807,1807,1807,4,DR Congo (Zaire),490,"540, 483, 565, 552",,500,490,490,4,5.0-2015
86,41,2000,DR Congo (Zaire),Government of DR Congo (Zaire) ,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",MLC,1269,Government of Uganda,2,,389,389,1265,4,DR Congo (Zaire),490,"540, 565, 552",,500,490,490,4,5.0-2015
184,43,1991,Djibouti,Government of Djibouti,,FRUD,1382,,2,,59,59,239,3,Djibouti,522,,,,522,522,4,5.0-2015
184,43,1992,Djibouti,Government of Djibouti,,FRUD,1382,,2,,129,44,757,3,Djibouti,522,,,,522,522,4,5.0-2015
184,43,1993,Djibouti,Government of Djibouti,,FRUD,1382,,2,,33,33,107,3,Djibouti,522,,,,522,522,4,5.0-2015
184,43,1994,Djibouti,Government of Djibouti,,FRUD,1382,,2,,39,39,46,3,Djibouti,522,,,,522,522,4,5.0-2015
184,44,1999,Djibouti,Government of Djibouti,,FRUD - AD,1383,,2,,25,25,57,3,Djibouti,522,,,,522,522,4,5.0-2015
215,45,1998,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,1000,218,1980,2,"Eritrea, Ethiopia",531,,530,,"530, 531","531, 530",4,5.0-2015
215,45,1999,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,47192,47192,47192,2,"Eritrea, Ethiopia",531,,530,,"530, 531","531, 530",4,5.0-2015
215,45,2000,"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,530,,1,Common border,50000,50000,50000,2,"Eritrea, Ethiopia",531,,530,,"530, 531","531, 530",4,5.0-2015
70,48,1989,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,18366,18366,18366,3,Ethiopia,530,,,,530,530,4,5.0-2015
70,48,1990,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,18985,18985,18985,3,Ethiopia,530,,,,530,530,4,5.0-2015
70,48,1991,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,3918,3918,4768,3,Ethiopia,530,,,,530,530,4,5.0-2015
70,49,1989,Ethiopia,Government of Ethiopia,,Military faction (forces of Amsha Desta and Merid Negusie),1258,,2,,37,37,54,3,Ethiopia,530,,,,530,530,4,5.0-2015
168,52,1996,Ethiopia,Government of Ethiopia,,ARDUF,1372,,1,Afar,25,25,25,3,Ethiopia,530,,,,530,530,4,5.0-2015
78,53,1989,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,5930,5930,5930,3,Ethiopia,530,,,,530,530,4,5.0-2015
78,53,1990,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,30633,30633,30633,3,Ethiopia,530,,,,530,530,4,5.0-2015
78,53,1991,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,6907,6904,6907,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,1994,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,50,50,50,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,1996,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,156,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,1998,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,90,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,1999,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,548,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2000,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,855,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2001,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,117,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2002,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,637,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2003,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,260,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2004,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,525,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2005,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,58,58,695,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2006,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,818,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2007,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,152,152,737,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2008,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,416,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2009,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,473,473,995,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2010,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,126,123,1860,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,54,2011,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,379,3,"Ethiopia, Kenya",530,,,,530,"530, 501",4,5.0-2015
133,54,2012,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,406,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2013,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,52,52,908,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,54,2014,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,25,25,220,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1989,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,150,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1990,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,80,80,3036,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1991,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,700,700,1330,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1992,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,165,165,275,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1994,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,42,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1995,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,402,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1998,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,25,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,1999,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,683,372,2914,3,"Ethiopia, Kenya",530,,,,530,"530, 501",4,5.0-2015
219,55,2000,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,608,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2001,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,876,3,"Ethiopia, Kenya",530,,,,530,"530, 501",4,5.0-2015
219,55,2002,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,1434,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2003,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,76,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2004,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,167,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2005,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,75,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2006,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,202,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2007,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,361,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2008,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,175,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2009,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,42,42,97,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2010,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,128,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2011,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,174,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2012,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,162,3,Ethiopia,530,,,,530,530,4,5.0-2015
219,55,2013,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,25,25,93,3,Ethiopia,530,,,,530,530,4,5.0-2015
111,57,2000,Guinea,Government of Guinea,,RFDG,1309,,2,,217,182,522,3,Guinea,438,,,,438,438,4,5.0-2015
111,57,2001,Guinea,Government of Guinea,,RFDG,1309,,2,,432,432,778,3,"Guinea, Liberia, Sierra Leone",438,,,,438,"438, 450, 451",4,5.0-2015
216,58,1998,Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Government of Senegal","Military Junta for the Consolidation of Democracy, Peace and Justice",1402,,2,,505,501,702,4,Guinea-Bissau,404,"438, 433",,,404,404,4,5.0-2015
216,58,1999,Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Government of Senegal","Military Junta for the Consolidation of Democracy, Peace and Justice",1402,,2,,199,154,225,4,Guinea-Bissau,404,"438, 433",,,404,404,4,5.0-2015
225,89,2002,Ivory Coast,Government of Ivory Coast,,MPCI,1410,,2,,543,542,580,3,Ivory Coast,437,,,,437,437,4,5.0-2015
225,91,2002,Ivory Coast,Government of Ivory Coast,,MPIGO,1411,,2,,81,23,81,3,Ivory Coast,437,,,,437,437,4,5.0-2015
225,91,2003,Ivory Coast,Government of Ivory Coast,,MPIGO,1411,,2,,95,95,460,3,Ivory Coast,437,,,,437,437,4,5.0-2015
217,92,1998,Lesotho,Government of Lesotho,"Government of Botswana, Government of South Africa",Military faction,1403,,2,,68,35,69,4,Lesotho,570,"571, 560",,,570,570,4,5.0-2015
146,93,1989,Liberia,Government of Liberia,,NPFL,1358,,2,,27,27,27,3,Liberia,450,,,,450,450,4,5.0-2015
